CONCEPTICON_ID	GLOSS	SEMANTIC_FIELD	ONTOLOGICAL_CATEGORY	ILI	POS
1548	UGLY	Emotions and values	Property	i1212	a
1549	TRIBE	Social and political relations	Person/Thing		n
1550	PREVENT	Social and political relations	Action/Process	i33977	v
1551	FEMALE	Animals	Property		a
1552	GLOOMY	Emotions and values	Property		a
1553	MALE	Kinship	Property		a
1554	MAN	Kinship	Person/Thing	i91182	n
1555	CHAMELEON	Animals	Person/Thing	i44208	n
1556	YOLK	Food and drink	Person/Thing	i78364	n
1557	BEGINNING	Time	Person/Thing	i75005	n
1558	SIMILAR	Sense perception	Property	i11351	a
1559	MONEY	Possession	Person/Thing	i107057	n
1560	FACE	The body	Person/Thing	i66344	n
1561	ARMY	Warfare and hunting	Person/Thing	i80193	n
1562	MIND	Cognition	Person/Thing	i66397	n
1563	PYTHON	Animals	Person/Thing		n
1564	LAZY	The body	Property		a
1565	HEAVEN	Religion and belief	Person/Thing	i66481	n
1566	GUN	Warfare and hunting	Person/Thing	i54499	n
1567	DOOR	The house	Person/Thing	i54238	n
1568	ARRANGE	Basic actions and technology	Action/Process		v
1569	CHEESE	Food and drink	Person/Thing	i78427	n
1570	EQUAL	Miscellaneous function words	Property		a
1571	SELL	Possession	Action/Process	i32953	v
1572	SURPRISED	Emotions and values	Property		a
1573	SWELL	Basic actions and technology	Action/Process		v
1574	FLOAT	Motion	Action/Process	i31241	v
1575	COCKROACH	Animals	Person/Thing	i47241	n
1576	PILE UP	Spatial relations	Action/Process	i29247	v
1577	AND	Cognition	Other		n
1578	IGUANA	Animals	Person/Thing		n
1579	BE	Miscellaneous function words	Action/Process	i34943	v
1580	ONLY	Quantity	Other	i18198	r
1581	ALLIGATOR	Animals	Person/Thing		n
1582	TIN (CAN)	Modern world	Person/Thing		n
1583	BRAIN	The body	Person/Thing	i65750	n
1584	BLISTER	The body	Person/Thing	i65923	n
1585	SLEEP	The body	Action/Process	i21840	v
1586	SMELL (PERCEIVE)	Sense perception	Action/Process	i32382	v
1587	SMELL (STINK)	Sense perception	Action/Process	i32376	v
1588	TURN	Motion	Action/Process		v
1589	HUMMINGBIRD	Animals	Person/Thing		n
1590	WAIT (FOR)	Motion	Action/Process		v
1591	UP	Spatial relations	Other	i18740	r
1592	CHEST	The body	Person/Thing	i66097	n
1593	DEEP	Spatial relations	Property	i3844	a
1594	FLOUR	Food and drink	Person/Thing	i76531	n
1595	SOUTH	Spatial relations	Person/Thing	i109606	n
1596	LOCK	The house	Person/Thing	i55775	n
1597	AIRPLANE	Modern world	Person/Thing	i49901	n
1598	NORTH	Spatial relations	Person/Thing	i109589	n
1599	WORD	Speech and language	Person/Thing	i69544	n
1600	SKIRT	Clothing and grooming	Person/Thing	i59017	n
1601	WEAK	The body	Property	i12875	a
1602	WAKE UP	The body	Action/Process	i21859	v
1603	MOSQUE	Religion and belief	Person/Thing	i56384	n
1604	TEMPLES	The body	Person/Thing	i66352	n
1605	SKULL	The body	Person/Thing	i66034	n
1606	INSIDE	Spatial relations	Other		n
1607	HATE	Emotions and values	Action/Process	i30608	v
1608	LISTEN	Sense perception	Action/Process	i32604	v
1609	IDEA	Cognition	Person/Thing	i67535	n
1610	PROSTITUTE	Social and political relations	Person/Thing	i92307	n
1611	INVITE	Social and political relations	Action/Process	i33677	v
1612	LETTER	Modern world	Person/Thing	i71287	n
1613	COLOR	Sense perception	Person/Thing	i63025	n
1614	SUMMIT	The physical world	Person/Thing		n
1615	ESCAPE	Basic actions and technology	Action/Process		v
1616	CLOTH	Clothing and grooming	Person/Thing	i53547	n
1617	GRANDCHILD	Kinship	Person/Thing	i90280	n
1618	GRANDSON	Kinship	Person/Thing	i90293	n
1619	GRANDDAUGHTER	Kinship	Person/Thing	i90281	n
1620	SON	Kinship	Person/Thing	i93143	n
1621	SNEEZE	The body	Action/Process	i21792	v
1622	SHIRT	Clothing and grooming	Person/Thing	i58807	n
1623	SPEAK	Speech and language	Action/Process	i26413	v
1624	EMPTY	Quantity	Property	i5968	a
1625	DEAD	The body	Property	i500	a
1626	EXPLAIN	Cognition	Action/Process	i26303	v
1627	CHAIN	Basic actions and technology	Person/Thing	i51733	n
1628	SQUIRREL	Animals	Person/Thing	i47942	n
1629	EVENING	Time	Person/Thing	i116916	n
1630	MACAW	Animals	Person/Thing		n
1631	FAST	Time	Property	i18665	r
1632	FLOOR	The house	Person/Thing	i53865	n
1633	FLAT	Spatial relations	Property		a
1634	HUNDRED	Quantity	Number		a
1635	OBEY	Social and political relations	Action/Process	i34413	v
1636	MOTIONLESS	Motion	Property		a
1637	AUTHORITY	Social and political relations	Person/Thing		n
1638	TRUTH	Emotions and values	Person/Thing		n
1639	BEER	Food and drink	Person/Thing	i78683	n
1640	SIBLING	Kinship	Person/Thing	i92980	n
1641	SILK	Clothing and grooming	Person/Thing	i58941	n
1642	NIECE	Kinship	Person/Thing	i91615	n
1643	COUSIN	Kinship	Person/Thing	i89276	n
1644	RELATIVES	Kinship	Person/Thing	i90856	n
1645	SHORT	Spatial relations	Property	i7847	a
1646	GIRL	Kinship	Person/Thing	i89923	n
1647	FOAL	Animals	Person/Thing	i48066	n
1648	ANVIL	Basic actions and technology	Person/Thing	i50085	n
1649	SIT DOWN	Motion	Action/Process		v
1650	WATCH	Basic actions and technology	Action/Process		v
1651	TEAR (OF EYE)	Emotions and values	Person/Thing	i65376	n
1652	INSTEAD	Spatial relations	Other		n
1653	BLIND	The body	Property	i11863	a
1654	LIGHTNING	The physical world	Person/Thing	i97896	n
1655	BLINK	The body	Action/Process	i21805	v
1656	NEVER	Time	Other	i18262	r
1657	TRUE	Emotions and values	Property	i13638	a
1658	PUPIL	The body	Person/Thing		n
1659	DOLL	Modern world	Person/Thing		n
1660	LOSE	Possession	Action/Process		v
1661	STRAIT	The physical world	Person/Thing		n
1662	CAPE	The physical world	Person/Thing	i85153	n
1663	BED	The house	Person/Thing	i50635	n
1664	RAFT	Motion	Person/Thing	i57913	n
1665	BEAT	Basic actions and technology	Action/Process	i28717	v
1666	MUTE	The body	Property		a
1667	HOLE	Spatial relations	Person/Thing	i85530	n
1668	GRIEF	Emotions and values	Person/Thing	i67534	n
1669	ANCESTORS	Kinship	Person/Thing	i88207	n
1670	RAPIDS	The physical world	Person/Thing		n
1671	TOWER	Warfare and hunting	Person/Thing	i60415	n
1672	WRITE	Speech and language	Action/Process	i26548	v
1673	ARM	The body	Person/Thing	i66150	n
1674	POOR	Possession	Property	i11083	a
1675	PROMISE	Speech and language	Action/Process	i26040	v
1676	ALWAYS	Time	Other	i18253	r
1677	WORKSHOP	Modern world	Person/Thing	i61263	n
1678	HUT	The house	Person/Thing	i54970	n
1679	LOAD	Basic actions and technology	Person/Thing		n
1680	HELMET	Warfare and hunting	Person/Thing	i54768	n
1681	WAIST	The body	Person/Thing	i66113	n
1682	GUILTY	Law	Property	i7198	a
1683	BUSH	Agriculture and vegetation	Person/Thing		n
1684	BUD	Agriculture and vegetation	Person/Thing		n
1685	AFTER	Spatial relations	Other		n
1686	BEHIND	Spatial relations	Other		n
1687	PRAISE	Emotions and values	Person/Thing	i71660	n
1688	FATE	Religion and belief	Person/Thing		n
1689	SMOKE (INHALE)	Basic actions and technology	Action/Process	i27612	v
1690	FENCE	Agriculture and vegetation	Person/Thing	i53632	n
1691	FLEXIBLE	The physical world	Property		a
1692	FRIDAY	Time	Person/Thing	i116904	n
1693	THURSDAY	Time	Person/Thing	i116903	n
1694	WEDNESDAY	Time	Person/Thing	i116902	n
1695	TUESDAY	Time	Person/Thing	i116901	n
1696	SURRENDER	Warfare and hunting	Action/Process	i27176	v
1697	MONDAY	Time	Person/Thing	i116900	n
1698	CURVED	The physical world	Property		a
1699	SUNDAY	Time	Person/Thing	i116899	n
1700	SATURDAY	Time	Person/Thing	i116905	n
1701	RIVER MOUTH	The physical world	Person/Thing		n
1702	HOLY	Religion and belief	Property	i11268	a
1703	SIX	Quantity	Number		a
1704	SEVEN	Quantity	Number		a
1705	EIGHT	Quantity	Number		a
1706	ELEVEN	Quantity	Number		a
1707	TWELVE	Quantity	Number		a
1708	THIRTEEN	Quantity	Number		a
1709	FIFTEEN	Quantity	Number		a
1710	TWENTY	Quantity	Number		a
1711	TELL	Speech and language	Action/Process	i26365	v
1712	OATH	Law	Person/Thing	i74639	n
1713	EIGHTEEN	Quantity	Number		a
1714	NINETEEN	Quantity	Number		a
1715	THIRTY	Quantity	Number		a
1716	FORTY	Quantity	Number		a
1717	FIFTY	Quantity	Number		a
1718	SIXTY	Quantity	Number		a
1719	BURY	Basic actions and technology	Action/Process	i34003	v
1720	SIGN	Speech and language	Person/Thing		n
1721	SEVENTY	Quantity	Number		a
1722	EIGHTY	Quantity	Number		a
1723	RESULT IN	Cognition	Action/Process		v
1724	NINETY	Quantity	Number		a
1725	CORRECT (RIGHT)	Emotions and values	Property	i19546	r
1726	WET	Sense perception	Property	i14134	a
1727	THRESHOLD	The house	Person/Thing		n
1728	ROTTEN	Agriculture and vegetation	Property		a
1729	PLAIT OR BRAID OR WEAVE	Basic actions and technology	Action/Process		v
1730	CHEEK	The body	Person/Thing	i66353	n
1731	MORTAR BINDER	The house	Person/Thing	i115729	n
1732	SKY	The physical world	Person/Thing	i86198	n
1733	RAINBOW	The physical world	Person/Thing	i86037	n
1734	TWENTY ONE	Quantity	Number		a
1735	TEAR (SHRED)	Basic actions and technology	Action/Process	i29596	v
1736	TWENTY FOUR	Quantity	Number		a
1737	OKRA	Agriculture and vegetation	Person/Thing		n
1738	TWENTY FIVE	Quantity	Number		a
1739	DECORATE	Clothing and grooming	Action/Process		v
1740	PINE	Agriculture and vegetation	Person/Thing	i98384	n
1741	ABOVE	Spatial relations	Other		n
1742	TRAVERSE	Motion	Action/Process		v
1743	JOIN	Spatial relations	Action/Process	i28152	v
1744	SPLEEN	The body	Person/Thing	i64983	n
1745	HIP	The body	Person/Thing	i66118	n
1746	BLADDER	The body	Person/Thing		n
1747	CUSTOM	Social and political relations	Person/Thing	i37573	n
1748	RIDGE	The physical world	Person/Thing		n
1749	TAKE	Possession	Action/Process	i27693	v
1750	CHOOSE	Emotions and values	Action/Process	i25092	v
1751	BIRTHMARK	The body	Person/Thing		n
1752	LEAVE	Motion	Action/Process	i31816	v
1753	TOP	Spatial relations	Person/Thing	i82274	n
1754	BRACELET	Clothing and grooming	Person/Thing	i51061	n
1755	UNDRESS	Clothing and grooming	Action/Process		v
1756	WIDOW	Kinship	Person/Thing	i94121	n
1757	TIRED	The body	Property	i13463	a
1758	OLDER SISTER	Kinship	Person/Thing	i88564	n
1759	OLDER BROTHER	Kinship	Person/Thing	i88560	n
1760	YOUNGER BROTHER	Kinship	Person/Thing	i91053	n
1761	YOUNGER SISTER	Kinship	Person/Thing	i91057	n
1762	STONE (OF FRUIT)	Agriculture and vegetation	Person/Thing		n
1763	CLUB	Warfare and hunting	Person/Thing	i52064	n
1764	OBSCURE	Cognition	Property		a
1765	IN VAIN	Miscellaneous function words	Other		n
1766	FINISH	Time	Action/Process	i24131	v
1767	SCRAPE	Basic actions and technology	Action/Process	i28226	v
1768	FOAM	The physical world	Person/Thing	i85410	n
1769	AXLE	Motion	Person/Thing	i50305	n
1770	CARCASS	The body	Person/Thing	i44574	n
1771	TASTELESS	Food and drink	Property		a
1772	ELK	Animals	Person/Thing	i48424	n
1773	GRAVE	The body	Person/Thing	i54410	n
1774	STINGY	Possession	Property	i6107	a
1775	TABLE	The house	Person/Thing	i59922	n
1776	SHAME	Emotions and values	Person/Thing	i76196	n
1777	RESEMBLE	Spatial relations	Action/Process		v
1778	APPROACH	Motion	Action/Process	i32016	v
1779	DARE	Emotions and values	Action/Process	i34423	v
1780	BILE	The body	Person/Thing		n
1781	THUMB	The body	Person/Thing	i66165	n
1782	GUEST	Social and political relations	Person/Thing	i90350	n
1783	PAIN	Emotions and values	Person/Thing	i66993	n
1784	WANT	Emotions and values	Action/Process	i30852	v
1785	HAVE SEX	The body	Action/Process		v
1786	DRY UP	Basic actions and technology	Action/Process		v
1787	LOOM	Clothing and grooming	Person/Thing	i55817	n
1788	TELEVISION	Modern world	Person/Thing	i60090	n
1789	AGE	Time	Person/Thing	i62859	n
1790	LICENSE PLATE	Modern world	Person/Thing	i55653	n
1791	BUTTERFLY	Animals	Person/Thing	i47485	n
1792	PERJURY	Law	Person/Thing	i39467	n
1793	BAT	Animals	Person/Thing	i46702	n
1794	FURROW	Agriculture and vegetation	Person/Thing	i54115	n
1795	BANANA TREE	Agriculture and vegetation	Person/Thing		n
1796	SLAUGHTER	Basic actions and technology	Action/Process		v
1797	HEDGEHOG	Animals	Person/Thing		n
1798	GUNPOWDER	Warfare and hunting	Person/Thing		n
1799	HYENA	Animals	Person/Thing		n
1800	DANDELION	Agriculture and vegetation	Person/Thing		n
1801	CHILD (DESCENDANT)	Kinship	Person/Thing	i88965	n
1802	SCREW	Modern world	Person/Thing	i58562	n
1803	WOOD	The physical world	Person/Thing	i116549	n
1804	BOMB	Modern world	Person/Thing	i50934	n
1805	INJECTION	Modern world	Person/Thing	i39101	n
1806	BEGIN	Time	Action/Process	i23481	v
1807	AFTERNOON	Time	Person/Thing	i116914	n
1808	PUS	The body	Person/Thing	i65430	n
1809	PIMPLE	The body	Person/Thing		n
1810	DANGER	Emotions and values	Person/Thing	i113417	n
1811	SOUND OR NOISE	Sense perception	Person/Thing	i75520	n
1812	TRY	Cognition	Action/Process	i34354	v
1813	TASTY	Food and drink	Property		a
1814	ACCUSE	Law	Action/Process	i25857	v
1815	ACHE	The body	Action/Process		v
1816	BESIDE	Spatial relations	Other		n
1817	WEST	Spatial relations	Person/Thing	i109614	n
1818	ADJUDICATE	Law	Action/Process	i25202	v
1819	LOOK	Sense perception	Action/Process	i32408	v
1820	BEAR	Animals	Person/Thing	i46658	n
1821	BRUSH	Clothing and grooming	Person/Thing	i51192	n
1822	ADORNMENT	Clothing and grooming	Person/Thing		n
1823	BORROW	Possession	Action/Process	i33356	v
1824	DEXTEROUS	Basic actions and technology	Property		a
1825	COPPER	Basic actions and technology	Person/Thing	i113924	n
1826	ANGRY	Emotions and values	Property		a
1827	HARVEST CROPS	Agriculture and vegetation	Action/Process		v
1828	ASK (REQUEST)	Speech and language	Action/Process	i25462	v
1829	JUMP	Motion	Action/Process	i31550	v
1830	CRANE	Animals	Person/Thing		n
1831	MEET	Social and political relations	Action/Process	i31854	v
1832	SIBLING-IN-LAW	Kinship	Person/Thing		n
1833	DINNER (SUPPER)	Food and drink	Person/Thing	i76572	n
1834	SHE	Kinship	Other		n
1835	MARROW	The body	Person/Thing		n
1836	VAGINA	The body	Person/Thing	i65939	n
1837	VULVA	The body	Person/Thing	i65941	n
1838	NAVEL	The body	Person/Thing	i66120	n
1839	CRY	Emotions and values	Action/Process	i22107	v
1840	BUILD	Basic actions and technology	Action/Process	i30008	v
1841	SUSPECT	Cognition	Action/Process	i26216	v
1842	OBSTINATE	Cognition	Property		a
1843	THOUSAND	Quantity	Number		a
1844	BOAT	Motion	Person/Thing	i50885	n
1845	BALL	Spatial relations	Person/Thing	i109982	n
1846	RULE	Social and political relations	Action/Process	i34616	v
1847	SICK	The body	Property	i14100	a
1848	QUARREL	Social and political relations	Person/Thing	i74407	n
1849	ROW	Motion	Action/Process	i31459	v
1850	COTTON	Clothing and grooming	Person/Thing	i52406	n
1851	POCKET	Clothing and grooming	Person/Thing	i57481	n
1852	OFTEN	Time	Other	i18345	r
1853	DOVE	Animals	Person/Thing	i44839	n
1854	SPARROW	Animals	Person/Thing		n
1855	BIRCH	Agriculture and vegetation	Person/Thing	i101588	n
1856	SOFT	Sense perception	Property	i6306	a
1857	CROCODILE	Animals	Person/Thing	i44234	n
1858	FISHERMAN	Warfare and hunting	Person/Thing	i89974	n
1859	THIRD	Quantity	Other		n
1860	BEAD	Clothing and grooming	Person/Thing	i50610	n
1861	ACTIVE	The physical world	Property		a
1862	DONKEY	Animals	Person/Thing	i48163	n
1863	AMAZING	Emotions and values	Property		a
1864	HUNGER	Food and drink	Person/Thing		n
1865	BUZZARD	Animals	Person/Thing		n
1866	STUTTER	Speech and language	Action/Process	i26494	v
1867	COIN	Possession	Person/Thing	i107076	n
1868	VISIBLE	Sense perception	Property		a
1869	BUY	Possession	Action/Process	i32788	v
1870	ANCHOR	Motion	Person/Thing	i50003	n
1871	CAMEL	Animals	Person/Thing	i48451	n
1872	DUIKER	Animals	Person/Thing		n
1873	ANTHILL	Animals	Person/Thing		n
1874	SAUSAGE	Food and drink	Person/Thing	i77287	n
1875	REGRET	Emotions and values	Action/Process	i30713	v
1876	REINDEER	Animals	Person/Thing	i48431	n
1877	EAST	Spatial relations	Person/Thing	i109598	n
1878	COCK	Warfare and hunting	Person/Thing		n
1879	DANCE	Motion	Action/Process	i30290	v
1880	PASSIONATE	Emotions and values	Property		a
1881	ENOUGH	Quantity	Other	i19117	r
1882	BEFORE	Time	Other		n
1883	IN FRONT OF	Spatial relations	Other		n
1884	HARD	Sense perception	Property	i6293	a
1885	ARMADILLO	Animals	Person/Thing		n
1886	ARMPIT	The body	Person/Thing	i66082	n
1887	CHEAP	Possession	Property	i5119	a
1888	PAIR	Quantity	Person/Thing	i79244	n
1889	ARSON	Law	Person/Thing	i37396	n
1890	BELIEVE	Cognition	Action/Process	i25132	v
1891	PUMA	Animals	Person/Thing		n
1892	TOUCH	Sense perception	Action/Process	i27654	v
1893	QUAIL	Animals	Person/Thing	i44805	n
1894	ASHAMED	Emotions and values	Property		a
1895	CLOTHES	Clothing and grooming	Person/Thing	i50098	n
1896	FINGERNAIL OR TOENAIL	The body	Person/Thing		n
1897	HELP	Social and political relations	Action/Process	i34433	v
1898	SPECTACLES	Modern world	Person/Thing	i59285	n
1899	MAD	Cognition	Property		a
1900	ASTONISHED	Emotions and values	Property		a
1901	SHOVEL	Agriculture and vegetation	Person/Thing	i58868	n
1902	BETRAY	Cognition	Action/Process	i30728	v
1903	SWELLING	The body	Person/Thing	i112174	n
1904	DROWN	The body	Action/Process	i23536	v
1905	EAGLE	Animals	Person/Thing	i43785	n
1906	SOUR	Sense perception	Property	i13120	a
1907	MOLE	Animals	Person/Thing		n
1908	ATTENTIVE	Cognition	Property		a
1909	SHAKE	Motion	Action/Process	i24542	v
1910	STINGRAY	Animals	Person/Thing	i43178	n
1911	DRAW (WATER)	Basic actions and technology	Action/Process	i30973	v
1912	RESPECT (NOUN)	Emotions and values	Person/Thing		n
1913	PRESS	Basic actions and technology	Action/Process	i28964	v
1914	DEBT	Possession	Person/Thing	i107139	n
1915	FIR	Agriculture and vegetation	Person/Thing	i98443	n
1916	GILL	Animals	Person/Thing	i48872	n
1917	TIE	Basic actions and technology	Action/Process	i28095	v
1918	MANE	The body	Person/Thing		n
1919	TORCH	The house	Person/Thing		n
1920	DREAM (SOMETHING)	The body	Action/Process	i32348	v
1921	PLOUGH	Agriculture and vegetation	Action/Process	i30444	v
1922	LAND (DESCEND)	Motion	Action/Process	i31641	v
1923	ROUGH	Sense perception	Property	i12374	a
1924	VEIN	The body	Person/Thing		n
1925	ARTERY	The body	Person/Thing		n
1926	OINTMENT	Clothing and grooming	Person/Thing	i56724	n
1927	BAMBOO	Agriculture and vegetation	Person/Thing	i100987	n
1928	CEASE	Time	Action/Process	i34724	v
1929	STUDY	Cognition	Action/Process	i24796	v
1930	RAVINE	The physical world	Person/Thing		n
1931	BEESWAX	Animals	Person/Thing	i116526	n
1932	GUESS	Cognition	Action/Process	i25082	v
1933	LOOSEN	Basic actions and technology	Action/Process		v
1934	BEGGAR	Possession	Person/Thing	i88515	n
1935	ANUS	The body	Person/Thing		n
1936	DEER	Animals	Person/Thing	i48406	n
1937	THERE	Miscellaneous function words	Other	i18828	r
1938	FORTRESS	Warfare and hunting	Person/Thing	i53997	n
1939	SWEAR	Law	Action/Process	i26069	v
1940	GUARD	Warfare and hunting	Person/Thing	i90345	n
1941	SOLDIER	Warfare and hunting	Person/Thing	i93136	n
1942	NEAR	Spatial relations	Property	i20949	r
1943	CROWN (OF HEAD)	The body	Person/Thing		n
1944	GOD	Religion and belief	Person/Thing		n
1945	IDOL	Religion and belief	Person/Thing	i55047	n
1946	INITIATION CEREMONY	Religion and belief	Person/Thing		n
1947	BASTARD	Kinship	Person/Thing		n
1948	SAW	Basic actions and technology	Person/Thing	i58480	n
1949	BEDBUG	Animals	Person/Thing		n
1950	BEECH	Agriculture and vegetation	Person/Thing	i101494	n
1951	PASS	Time	Action/Process		v
1952	TORTURE	Warfare and hunting	Action/Process		v
1953	ABUSE	Law	Person/Thing		n
1954	GENTLE	Emotions and values	Property		a
1955	GRIEVE	Emotions and values	Action/Process		v
1956	SUNFLOWER	Agriculture and vegetation	Person/Thing		n
1957	GOITER	The body	Person/Thing	i111516	n
1958	UNRIPE	Agriculture and vegetation	Property	i8193	a
1959	RAW	Food and drink	Property	i3448	a
1960	CORNFLOWER	Agriculture and vegetation	Person/Thing		n
1961	NECKLACE	Clothing and grooming	Person/Thing	i56542	n
1962	ROAST (SOMETHING)	Food and drink	Action/Process		v
1963	IMMEDIATELY	Time	Other	i18424	r
1964	ALONE	Quantity	Property	i19209	r
1965	LOINCLOTH	Clothing and grooming	Person/Thing		n
1966	BUNCH	Food and drink	Person/Thing	i79149	n
1967	CALENDAR	Modern world	Person/Thing	i80577	n
1968	SOYA SAUCE	Food and drink	Person/Thing		n
1969	MANTOU	Food and drink	Person/Thing		n
1970	CANOE	Motion	Person/Thing	i51453	n
1971	FAN (OBJECT)	Basic actions and technology	Person/Thing	i53588	n
